"DATE","WS_2","WS_3","YEAR"
1964-02-29,0,0,"1964"
1964-03-01,0,0,"1964"
1964-03-02,0,0,"1964"
1964-03-03,0,0,"1964"
1964-03-04,9.1,9.7,"1964"
1964-03-05,30,32,"1964"
1964-03-06,0,0,"1964"
1964-03-07,0,0,"1964"
1964-03-08,0,0,"1964"
1964-03-09,11.4,12.2,"1964"
1964-03-10,35.1,34,"1964"
1964-03-11,5.1,4.8,"1964"
1964-03-12,1.8,1.5,"1964"
1964-03-13,0.5,0.5,"1964"
1964-03-14,0,0,"1964"
1964-03-15,0,0,"1964"
1964-03-16,0,0,"1964"
1964-03-17,0.5,0.5,"1964"
1964-03-18,2.3,2.8,"1964"
1964-03-19,0,0,"1964"
1964-03-20,0,0,"1964"
1964-03-21,0,0,"1964"
1964-03-22,0,0,"1964"
1964-03-23,0,0,"1964"
1964-03-24,0,0,"1964"
1964-03-25,10.2,9.9,"1964"
1964-03-26,11.9,11.7,"1964"
1964-03-27,1.3,1.3,"1964"
1964-03-28,0,0,"1964"
1964-03-29,21.6,22.1,"1964"
1964-03-30,1,1,"1964"
1964-03-31,0,0,"1964"
1964-04-01,0,0,"1964"
1964-04-02,2.8,2.8,"1964"
1964-04-03,13.2,14,"1964"
1964-04-04,0,0,"1964"
1964-04-05,0,0,"1964"
1964-04-06,6.1,6.6,"1964"
1964-04-07,8.9,9.4,"1964"
1964-04-08,3.6,3.8,"1964"
1964-04-09,1,1.3,"1964"
1964-04-10,0,0,"1964"
1964-04-11,0,0,"1964"
1964-04-12,0,0,"1964"
1964-04-13,0,0,"1964"
1964-04-14,36.6,37.3,"1964"
1964-04-15,5.3,5.6,"1964"
1964-04-16,1,1,"1964"
1964-04-17,10.2,10.4,"1964"
1964-04-18,0,0,"1964"
1964-04-19,0.5,0.5,"1964"
1964-04-20,0.5,0.5,"1964"
1964-04-21,0,0,"1964"
1964-04-22,16,16.3,"1964"
1964-04-23,2.5,2.5,"1964"
1964-04-24,0.5,0.5,"1964"
1964-04-25,0.8,0.8,"1964"
1964-04-26,0.3,0.3,"1964"
1964-04-27,0,0,"1964"
1964-04-28,0,0,"1964"
1964-04-29,0,0,"1964"
1964-04-30,0,0,"1964"
1964-05-01,0,0,"1964"
1964-05-02,0,0,"1964"
1964-05-03,0,0,"1964"
1964-05-04,0,0,"1964"
1964-05-05,0,0,"1964"
1964-05-06,0,0,"1964"
1964-05-07,0,0,"1964"
1964-05-08,2.8,2.5,"1964"
1964-05-09,12.2,11.9,"1964"
1964-05-10,2.8,2.5,"1964"
1964-05-11,1.3,1.3,"1964"
1964-05-12,0,0,"1964"
1964-05-13,0,0,"1964"
1964-05-14,24.9,23.6,"1964"
1964-05-15,0,0,"1964"
1964-05-16,0,0,"1964"
1964-05-17,4.8,4.6,"1964"
1964-05-18,0,0,"1964"
1964-05-19,51.8,51.1,"1964"
1964-05-20,0.8,0.8,"1964"
1964-05-21,0,0,"1964"
1964-05-22,0,0,"1964"
1964-05-23,0,0,"1964"
1964-05-24,0,0,"1964"
1964-05-25,3.6,3.6,"1964"
1964-05-26,3.6,4.1,"1964"
1964-05-27,2.8,2.8,"1964"
1964-05-28,1.3,1.3,"1964"
1964-05-29,0,0,"1964"
1964-05-30,0,0,"1964"
1964-05-31,0,0,"1964"
1964-06-01,0,0,"1964"
1964-06-02,0,0,"1964"
1964-06-03,1.8,1.8,"1964"
1964-06-04,5.1,5.1,"1964"
1964-06-05,0,0,"1964"
1964-06-06,0,0,"1964"
1964-06-07,1.5,1.3,"1964"
1964-06-08,0,0,"1964"
1964-06-09,0,0,"1964"
1964-06-10,0,0,"1964"
1964-06-11,0,0,"1964"
1964-06-12,0,0,"1964"
1964-06-13,0,0,"1964"
1964-06-14,0,0,"1964"
1964-06-15,13.7,13.7,"1964"
1964-06-16,1.5,1.5,"1964"
1964-06-17,0,0,"1964"
1964-06-18,0,0,"1964"
1964-06-19,0,0,"1964"
1964-06-20,0,0,"1964"
1964-06-21,2.3,2.3,"1964"
1964-06-22,0,0,"1964"
1964-06-23,0,0,"1964"
1964-06-24,17,17.3,"1964"
1964-06-25,0,0,"1964"
1964-06-26,12.7,13.2,"1964"
1964-06-27,3.8,4.1,"1964"
1964-06-28,0,0,"1964"
1964-06-29,0,0,"1964"
1964-06-30,0,0,"1964"
1964-07-01,0,0,"1964"
1964-07-02,9.7,9.4,"1964"
1964-07-03,15.5,14.5,"1964"
1964-07-04,1,0.8,"1964"
1964-07-05,0,0,"1964"
1964-07-06,8.9,8.1,"1964"
1964-07-07,0.8,0.3,"1964"
1964-07-08,3,2.3,"1964"
1964-07-09,50.8,46.2,"1964"
1964-07-10,0,0,"1964"
1964-07-11,4.8,4.3,"1964"
1964-07-12,6.9,5.8,"1964"
1964-07-13,7.1,7.4,"1964"
1964-07-14,5.3,5.1,"1964"
1964-07-15,0,0,"1964"
1964-07-16,0,0,"1964"
1964-07-17,0,0,"1964"
1964-07-18,0,0,"1964"
1964-07-19,1.5,1.8,"1964"
1964-07-20,0,0,"1964"
1964-07-21,1,1,"1964"
1964-07-22,9.9,9.9,"1964"
1964-07-23,1.3,1,"1964"
1964-07-24,0.5,0.5,"1964"
1964-07-25,0,0,"1964"
1964-07-26,0,0,"1964"
1964-07-27,0,0,"1964"
1964-07-28,0,0,"1964"
1964-07-29,0,0,"1964"
1964-07-30,0,0,"1964"
1964-07-31,0,0,"1964"
1964-08-01,0,0,"1964"
1964-08-02,1.3,1.3,"1964"
1964-08-03,0,0,"1964"
1964-08-04,0,0,"1964"
1964-08-05,1.5,1.5,"1964"
1964-08-06,0,0,"1964"
1964-08-07,0,0,"1964"
1964-08-08,0.5,0.5,"1964"
1964-08-09,0.8,1,"1964"
1964-08-10,0,0,"1964"
1964-08-11,0,0,"1964"
1964-08-12,41.9,42.9,"1964"
1964-08-13,0.8,1,"1964"
1964-08-14,0.8,1,"1964"
1964-08-15,0.8,0.8,"1964"
1964-08-16,0,0,"1964"
1964-08-17,7.4,7.1,"1964"
1964-08-18,0,0,"1964"
1964-08-19,1.5,1.5,"1964"
1964-08-20,0,0,"1964"
1964-08-21,0,0,"1964"
1964-08-22,31.7,32,"1964"
1964-08-23,46.7,45.7,"1964"
1964-08-24,0.5,0.5,"1964"
1964-08-25,0,0,"1964"
1964-08-26,9.9,9.7,"1964"
1964-08-27,0,0,"1964"
1964-08-28,0,0,"1964"
1964-08-29,0,0,"1964"
1964-08-30,0,0,"1964"
1964-08-31,3,3,"1964"
1964-09-01,0,0,"1964"
1964-09-02,0,0,"1964"
1964-09-03,0,0,"1964"
1964-09-04,9.1,9,"1964"
1964-09-05,1.2,1.3,"1964"
1964-09-06,0,0,"1964"
1964-09-07,0.9,0.9,"1964"
1964-09-08,0,0,"1964"
1964-09-09,0,0,"1964"
1964-09-10,5.3,5.6,"1964"
1964-09-11,5.1,5.3,"1964"
1964-09-12,0,0,"1964"
1964-09-13,0,0,"1964"
1964-09-14,0,0,"1964"
1964-09-15,0,0,"1964"
1964-09-16,0,0,"1964"
1964-09-17,1.8,1.5,"1964"
1964-09-18,0,0,"1964"
1964-09-19,0,0,"1964"
1964-09-20,0,0,"1964"
1964-09-21,0,0,"1964"
1964-09-22,0,0,"1964"
1964-09-23,0.8,0.8,"1964"
1964-09-24,0,0,"1964"
1964-09-25,3.6,3.6,"1964"
1964-09-26,0,0,"1964"
1964-09-27,7.4,7.4,"1964"
1964-09-28,0,0,"1964"
1964-09-29,1.5,1.5,"1964"
1964-09-30,0,0,"1964"
1964-10-01,0,0,"1964"
1964-10-02,0,0,"1964"
1964-10-03,14,13.7,"1964"
1964-10-04,0,0,"1964"
1964-10-05,0,0,"1964"
1964-10-06,0,0,"1964"
1964-10-07,0,0,"1964"
1964-10-08,0,0,"1964"
1964-10-09,0,0,"1964"
1964-10-10,1,1.3,"1964"
1964-10-11,1,1,"1964"
1964-10-12,0,0,"1964"
1964-10-13,1.8,1.8,"1964"
1964-10-14,0,0,"1964"
1964-10-15,0,0,"1964"
1964-10-16,0,0,"1964"
1964-10-17,6.6,6.3,"1964"
1964-10-18,1.5,1.3,"1964"
1964-10-19,0.5,0.5,"1964"
1964-10-20,5.1,5.1,"1964"
1964-10-21,11.7,11.9,"1964"
1964-10-22,2.8,3.6,"1964"
1964-10-23,0,0,"1964"
1964-10-24,0,0,"1964"
1964-10-25,0,0,"1964"
1964-10-26,0,0,"1964"
1964-10-27,0,0,"1964"
1964-10-28,0,0,"1964"
1964-10-29,3.6,3.3,"1964"
1964-10-30,0.5,0,"1964"
1964-10-31,0,0,"1964"
1964-11-01,0,0,"1964"
1964-11-02,0,0,"1964"
1964-11-03,0,0,"1964"
1964-11-04,0,0,"1964"
1964-11-05,11.2,11.2,"1964"
1964-11-06,0.8,0.8,"1964"
1964-11-07,0,0,"1964"
1964-11-08,0,0,"1964"
1964-11-09,0,0,"1964"
1964-11-10,2,2,"1964"
1964-11-11,4.1,3.6,"1964"
1964-11-12,2,2.3,"1964"
1964-11-13,1,1.3,"1964"
1964-11-14,0,0,"1964"
1964-11-15,0,0,"1964"
1964-11-16,12.2,12.7,"1964"
1964-11-17,0,0,"1964"
1964-11-18,2.3,2.3,"1964"
1964-11-19,13.7,13.5,"1964"
1964-11-20,8.6,9.1,"1964"
1964-11-21,0,0,"1964"
1964-11-22,0.3,0.3,"1964"
1964-11-23,0,0,"1964"
1964-11-24,0,0,"1964"
1964-11-25,1.8,2,"1964"
1964-11-26,38.9,38.6,"1964"
1964-11-27,0,0,"1964"
1964-11-28,3.3,3,"1964"
1964-11-29,10.7,10.9,"1964"
1964-11-30,0,0,"1964"
1964-12-01,0,0,"1964"
1964-12-02,0,0,"1964"
1964-12-03,8.1,7.9,"1964"
1964-12-04,25.4,25.1,"1964"
1964-12-05,3.8,3.8,"1964"
1964-12-06,10.9,10.9,"1964"
1964-12-07,0,0,"1964"
1964-12-08,0.5,0.5,"1964"
1964-12-09,1.8,2,"1964"
1964-12-10,1.5,1.8,"1964"
1964-12-11,1.3,1.5,"1964"
1964-12-12,1,1,"1964"
1964-12-13,0,0,"1964"
1964-12-14,1.5,1.3,"1964"
1964-12-15,1,0.5,"1964"
1964-12-16,0,0,"1964"
1964-12-17,2.5,2.3,"1964"
1964-12-18,1.8,2,"1964"
1964-12-19,0,0,"1964"
1964-12-20,1.8,1,"1964"
1964-12-21,0,0,"1964"
1964-12-22,4.1,4.3,"1964"
1964-12-23,0.5,0.8,"1964"
1964-12-24,2,1.8,"1964"
1964-12-25,1.5,1.5,"1964"
1964-12-26,12.4,12.4,"1964"
1964-12-27,16.3,16.8,"1964"
1964-12-28,11.9,12.4,"1964"
1964-12-29,0,0,"1964"
1964-12-30,0.8,0.8,"1964"
1964-12-31,2.5,2.8,"1964"
1965-01-01,0,0,"1965"
1965-01-02,0,0,"1965"
1965-01-03,0,0,"1965"
1965-01-04,0,0,"1965"
1965-01-05,0,0,"1965"
1965-01-06,1.1,1.1,"1965"
1965-01-07,0,0,"1965"
1965-01-08,5.2,5.3,"1965"
1965-01-09,3.2,3.4,"1965"
1965-01-10,0,0,"1965"
1965-01-11,0,0,"1965"
1965-01-12,0,0,"1965"
1965-01-13,1.4,1.3,"1965"
1965-01-14,3.8,3.5,"1965"
1965-01-15,0,0,"1965"
1965-01-16,5.7,5.4,"1965"
1965-01-17,0.8,0.6,"1965"
1965-01-18,0,0,"1965"
1965-01-19,0,0,"1965"
1965-01-20,7.2,7.3,"1965"
1965-01-21,0,0,"1965"
1965-01-22,0,0,"1965"
1965-01-23,0,0,"1965"
1965-01-24,18.4,18.5,"1965"
1965-01-25,2.5,2.5,"1965"
1965-01-26,7.4,7.7,"1965"
1965-01-27,3.2,3.3,"1965"
1965-01-28,1.1,1.1,"1965"
1965-01-29,0,0,"1965"
1965-01-30,0,0,"1965"
1965-01-31,0,0,"1965"
1965-02-01,3.2,3.5,"1965"
1965-02-02,0.8,1,"1965"
1965-02-03,0,0,"1965"
1965-02-04,0.5,0.3,"1965"
1965-02-05,3.9,4.4,"1965"
1965-02-06,0.3,0.4,"1965"
1965-02-07,9.8,9.9,"1965"
1965-02-08,13.3,13.7,"1965"
1965-02-09,0,0,"1965"
1965-02-10,16.6,17,"1965"
1965-02-11,0.9,0.9,"1965"
1965-02-12,5.5,5.5,"1965"
1965-02-13,1.3,1.9,"1965"
1965-02-14,0,0,"1965"
1965-02-15,0,0,"1965"
1965-02-16,0,0,"1965"
1965-02-17,0,0,"1965"
1965-02-18,13.4,13.6,"1965"
1965-02-19,0,0,"1965"
1965-02-20,0,0,"1965"
1965-02-21,1,1.1,"1965"
1965-02-22,5.6,5.6,"1965"
1965-02-23,0,0,"1965"
1965-02-24,0,0,"1965"
1965-02-25,19.9,19.7,"1965"
1965-02-26,1.3,1.3,"1965"
1965-02-27,0,0,"1965"
1965-02-28,0,0,"1965"
1965-03-01,0,0,"1965"
1965-03-02,0,0,"1965"
1965-03-03,0,0,"1965"
1965-03-04,0,0,"1965"
1965-03-05,0,0,"1965"
1965-03-06,0,0,"1965"
1965-03-07,0,0,"1965"
1965-03-08,0,0,"1965"
1965-03-09,0,0,"1965"
1965-03-10,0,0,"1965"
1965-03-11,1.4,1.4,"1965"
1965-03-12,0,0,"1965"
1965-03-13,0,0,"1965"
1965-03-14,0,0,"1965"
1965-03-15,0,0,"1965"
1965-03-16,0,0,"1965"
1965-03-17,0,0,"1965"
1965-03-18,0.9,0.9,"1965"
1965-03-19,4.3,4.2,"1965"
1965-03-20,0.8,0.9,"1965"
1965-03-21,1,1.1,"1965"
1965-03-22,3.3,3.3,"1965"
1965-03-23,3.1,3,"1965"
1965-03-24,0.5,0.4,"1965"
1965-03-25,0,0,"1965"
1965-03-26,5,4.5,"1965"
1965-03-27,0.9,1,"1965"
1965-03-28,0,0,"1965"
1965-03-29,5,5.5,"1965"
1965-03-30,1.5,1.6,"1965"
1965-03-31,0,0,"1965"
1965-04-01,0,0,"1965"
1965-04-02,0,0,"1965"
1965-04-03,0,0,"1965"
1965-04-04,0,0,"1965"
1965-04-05,0,0,"1965"
1965-04-06,0,0,"1965"
1965-04-07,0.8,0.7,"1965"
1965-04-08,2.2,2.2,"1965"
1965-04-09,0,0,"1965"
1965-04-10,0.7,1,"1965"
1965-04-11,0,0,"1965"
1965-04-12,28,28.3,"1965"
1965-04-13,9.5,10.3,"1965"
1965-04-14,0.2,0.1,"1965"
1965-04-15,7.5,7.3,"1965"
1965-04-16,9.5,9.1,"1965"
1965-04-17,5.5,6,"1965"
1965-04-18,2,2,"1965"
1965-04-19,0.4,0.6,"1965"
1965-04-20,0,0,"1965"
1965-04-21,0,0,"1965"
1965-04-22,2.4,2.3,"1965"
1965-04-23,0.4,0.5,"1965"
1965-04-24,0,0,"1965"
1965-04-25,0,0,"1965"
1965-04-26,10.6,10.9,"1965"
1965-04-27,0.5,0.7,"1965"
1965-04-28,0,0,"1965"
1965-04-29,0,0,"1965"
1965-04-30,0,0,"1965"
1965-05-01,0,0,"1965"
1965-05-02,0,0,"1965"
1965-05-03,0,0,"1965"
1965-05-04,0,0,"1965"
1965-05-05,0,0,"1965"
1965-05-06,0,0,"1965"
1965-05-07,0,0,"1965"
1965-05-08,0,0,"1965"
1965-05-09,0,0,"1965"
1965-05-10,0,0,"1965"
1965-05-11,3,3.2,"1965"
1965-05-12,0,0,"1965"
1965-05-13,0,0,"1965"
1965-05-14,0,0,"1965"
1965-05-15,0,0,"1965"
1965-05-16,1.3,1.4,"1965"
1965-05-17,7.1,7.1,"1965"
1965-05-18,0,0,"1965"
1965-05-19,0,0,"1965"
1965-05-20,0,0,"1965"
1965-05-21,0,0,"1965"
1965-05-22,0,0,"1965"
1965-05-23,0,0,"1965"
1965-05-24,0,0,"1965"
1965-05-25,0,0,"1965"
1965-05-26,0,0,"1965"
1965-05-27,9.4,9.5,"1965"
1965-05-28,0,0,"1965"
1965-05-29,1.1,1.1,"1965"
1965-05-30,0,0,"1965"
1965-05-31,2.2,2.1,"1965"
1965-06-01,0,0,"1965"
1965-06-02,1.1,1.1,"1965"
1965-06-03,0,0,"1965"
1965-06-04,0,0,"1965"
1965-06-05,0,0,"1965"
1965-06-06,0,0,"1965"
1965-06-07,13.6,14.1,"1965"
1965-06-08,0.3,0.3,"1965"
1965-06-09,0.7,0.7,"1965"
1965-06-10,2.3,2.3,"1965"
1965-06-11,0,0,"1965"
1965-06-12,4.9,4.7,"1965"
1965-06-13,43.8,44.5,"1965"
1965-06-14,10.3,9.3,"1965"
1965-06-15,0,0,"1965"
1965-06-16,0,0,"1965"
1965-06-17,0.4,0.2,"1965"
1965-06-18,1.7,1.7,"1965"
1965-06-19,1.7,1.7,"1965"
1965-06-20,0,0,"1965"
1965-06-21,0,0,"1965"
1965-06-22,0,0,"1965"
1965-06-23,25,25.9,"1965"
1965-06-24,1.8,1.6,"1965"
1965-06-25,0,0,"1965"
1965-06-26,0,0,"1965"
1965-06-27,0,0,"1965"
1965-06-28,0,0,"1965"
1965-06-29,0,0,"1965"
1965-06-30,0,0,"1965"
1965-07-01,0,0,"1965"
1965-07-02,0,0,"1965"
1965-07-03,25.2,24.6,"1965"
1965-07-04,0.5,0.5,"1965"
1965-07-05,13.2,13.1,"1965"
1965-07-06,1,0.9,"1965"
1965-07-07,0,0,"1965"
1965-07-08,12.5,12.5,"1965"
1965-07-09,0.2,0.1,"1965"
1965-07-10,0.8,1,"1965"
1965-07-11,0,0,"1965"
1965-07-12,0,0,"1965"
1965-07-13,0,0,"1965"
1965-07-14,0,0,"1965"
1965-07-15,0,0,"1965"
1965-07-16,0,0,"1965"
1965-07-17,0.7,0.8,"1965"
1965-07-18,29.7,27.4,"1965"
1965-07-19,0.6,0.5,"1965"
1965-07-20,0,0,"1965"
1965-07-21,0,0,"1965"
1965-07-22,2.8,2.9,"1965"
1965-07-23,0,0,"1965"
1965-07-24,0,0,"1965"
1965-07-25,0,0,"1965"
1965-07-26,0,0,"1965"
1965-07-27,6,6.3,"1965"
1965-07-28,0,0,"1965"
1965-07-29,0,0,"1965"
1965-07-30,0,0,"1965"
1965-07-31,0,0,"1965"
1965-08-01,0,0,"1965"
1965-08-02,0,0,"1965"
1965-08-03,4.7,4.9,"1965"
1965-08-04,0,0,"1965"
1965-08-05,0,0,"1965"
1965-08-06,0,0,"1965"
1965-08-07,0,0,"1965"
1965-08-08,27.4,27.2,"1965"
1965-08-09,7.6,7.8,"1965"
1965-08-10,2.5,2.5,"1965"
1965-08-11,0,0,"1965"
1965-08-12,0,0,"1965"
1965-08-13,0,0,"1965"
1965-08-14,0,0,"1965"
1965-08-15,0,0,"1965"
1965-08-16,0,0,"1965"
1965-08-17,0,0,"1965"
1965-08-18,3.5,3.4,"1965"
1965-08-19,16.7,16.7,"1965"
1965-08-20,0.7,0.9,"1965"
1965-08-21,0,0,"1965"
1965-08-22,10.3,10.2,"1965"
1965-08-23,2.2,2.3,"1965"
1965-08-24,0,0,"1965"
1965-08-25,0,0,"1965"
1965-08-26,0.8,0.7,"1965"
1965-08-27,0,0,"1965"
1965-08-28,8.1,8.8,"1965"
1965-08-29,3.2,3.4,"1965"
1965-08-30,0,0,"1965"
1965-08-31,0,0,"1965"
1965-09-01,94.8,95.1,"1965"
1965-09-02,0,0,"1965"
1965-09-03,0,0,"1965"
1965-09-04,0,0,"1965"
1965-09-05,0,0,"1965"
1965-09-06,0,0,"1965"
1965-09-07,0,0,"1965"
1965-09-08,0,0,"1965"
1965-09-09,0,0,"1965"
1965-09-10,6.7,6.8,"1965"
1965-09-11,0,0,"1965"
1965-09-12,0,0,"1965"
1965-09-13,12.9,12.9,"1965"
1965-09-14,0,0,"1965"
1965-09-15,2,1.7,"1965"
1965-09-16,0.8,0.8,"1965"
1965-09-17,0,0,"1965"
1965-09-18,5.7,6,"1965"
1965-09-19,5.2,5.1,"1965"
1965-09-20,0,0,"1965"
1965-09-21,0,0,"1965"
1965-09-22,0,0,"1965"
1965-09-23,0,0,"1965"
1965-09-24,59.4,57.8,"1965"
1965-09-25,9.1,8.7,"1965"
1965-09-26,0,0,"1965"
1965-09-27,0,0,"1965"
1965-09-28,0,0,"1965"
1965-09-29,0,0,"1965"
1965-09-30,0,0,"1965"
1965-10-01,38.3,39,"1965"
1965-10-02,0,0,"1965"
1965-10-03,6.4,6.5,"1965"
1965-10-04,0.4,0.3,"1965"
1965-10-05,1.3,1.5,"1965"
1965-10-06,0,0,"1965"
1965-10-07,4.6,4.3,"1965"
1965-10-08,13.7,13.1,"1965"
1965-10-09,0,0,"1965"
1965-10-10,0,0,"1965"
1965-10-11,0,0,"1965"
1965-10-12,9.5,9.3,"1965"
1965-10-13,0,0,"1965"
1965-10-14,0,0,"1965"
1965-10-15,17.1,17,"1965"
1965-10-16,0,0,"1965"
1965-10-17,0,0,"1965"
1965-10-18,0,0,"1965"
1965-10-19,0,0,"1965"
1965-10-20,0,0,"1965"
1965-10-21,0,0,"1965"
1965-10-22,5.4,5.4,"1965"
1965-10-23,13,13.3,"1965"
1965-10-24,0,0,"1965"
1965-10-25,0,0,"1965"
1965-10-26,0,0,"1965"
1965-10-27,5.9,6,"1965"
1965-10-28,0.2,0.1,"1965"
1965-10-29,3,3.5,"1965"
1965-10-30,2.5,2.5,"1965"
1965-10-31,1.5,1.5,"1965"
1965-11-01,1.3,1.5,"1965"
1965-11-02,0,0,"1965"
1965-11-03,0,0,"1965"
1965-11-04,0,0,"1965"
1965-11-05,0,0,"1965"
1965-11-06,0,0,"1965"
1965-11-07,3.9,3.5,"1965"
1965-11-08,16.4,16.6,"1965"
1965-11-09,5.3,5.9,"1965"
1965-11-10,0,0,"1965"
1965-11-11,0,0,"1965"
1965-11-12,0,0,"1965"
1965-11-13,10.2,10.5,"1965"
1965-11-14,1.5,1.9,"1965"
1965-11-15,0,0,"1965"
1965-11-16,37.6,37.3,"1965"
1965-11-17,20,19.9,"1965"
1965-11-18,0.7,0.7,"1965"
1965-11-19,0,0,"1965"
1965-11-20,5.4,5.3,"1965"
1965-11-21,3.9,3.9,"1965"
1965-11-22,0,0,"1965"
1965-11-23,0,0,"1965"
1965-11-24,0,0,"1965"
1965-11-25,8,8.3,"1965"
1965-11-26,7.4,7.5,"1965"
1965-11-27,19.5,18.7,"1965"
1965-11-28,2.2,2.3,"1965"
1965-11-29,2.6,2.9,"1965"
1965-11-30,0.5,0.8,"1965"
1965-12-01,0,0,"1965"
1965-12-02,0.7,0.6,"1965"
1965-12-03,4,4.3,"1965"
1965-12-04,13,13.5,"1965"
1965-12-05,0,0,"1965"
1965-12-06,0.2,0.3,"1965"
1965-12-07,1.1,1.1,"1965"
1965-12-08,0,0,"1965"
1965-12-09,0,0,"1965"
1965-12-10,0,0,"1965"
1965-12-11,0,0,"1965"
1965-12-12,9,8.7,"1965"
1965-12-13,9.3,9.1,"1965"
1965-12-14,2.1,2,"1965"
1965-12-15,1.4,1.4,"1965"
1965-12-16,2.7,2.7,"1965"
1965-12-17,0.6,0.7,"1965"
1965-12-18,0,0,"1965"
1965-12-19,1.9,2.1,"1965"
1965-12-20,0,0,"1965"
1965-12-21,0,0,"1965"
1965-12-22,0,0,"1965"
1965-12-23,0.5,0.5,"1965"
1965-12-24,11.7,12.2,"1965"
1965-12-25,10.4,11.1,"1965"
1965-12-26,2,2.1,"1965"
1965-12-27,0,0,"1965"
1965-12-28,0,0,"1965"
1965-12-29,0,0,"1965"
1965-12-30,0,0,"1965"
1965-12-31,0,0,"1965"
1966-01-01,0.4,0.5,"1966"
1966-01-02,0.9,0.8,"1966"
1966-01-03,7.4,7.6,"1966"
1966-01-04,0,0,"1966"
1966-01-05,0,0,"1966"
1966-01-06,2.7,2.2,"1966"
1966-01-07,0.5,0.6,"1966"
1966-01-08,17,14.4,"1966"
1966-01-09,1.4,1,"1966"
1966-01-10,1.6,1.5,"1966"
1966-01-11,0.4,0.6,"1966"
1966-01-12,0,0,"1966"
1966-01-13,0,0,"1966"
1966-01-14,0.7,0.6,"1966"
1966-01-15,0,0,"1966"
1966-01-16,0,0,"1966"
1966-01-17,0.7,0.8,"1966"
1966-01-18,0,0,"1966"
1966-01-19,0,0,"1966"
1966-01-20,0.9,1,"1966"
1966-01-21,0,0,"1966"
1966-01-22,0,0,"1966"
1966-01-23,5.5,5.6,"1966"
1966-01-24,3.6,3.7,"1966"
1966-01-25,0,0,"1966"
1966-01-26,0,0,"1966"
1966-01-27,4.2,4.7,"1966"
1966-01-28,0.5,0.8,"1966"
1966-01-29,0,0,"1966"
1966-01-30,14,14.5,"1966"
1966-01-31,1.7,1.7,"1966"
1966-02-01,0.3,0.3,"1966"
1966-02-02,0.4,0.3,"1966"
1966-02-03,1.6,1.1,"1966"
1966-02-04,2.8,2.9,"1966"
1966-02-05,1.7,1.5,"1966"
1966-02-06,0.3,0.3,"1966"
1966-02-07,0,0,"1966"
1966-02-08,0,0,"1966"
1966-02-09,0,0,"1966"
1966-02-10,1.3,1.5,"1966"
1966-02-11,0,0,"1966"
1966-02-12,0,0,"1966"
1966-02-13,22.8,24.2,"1966"
1966-02-14,0.3,0.5,"1966"
1966-02-15,0,0,"1966"
1966-02-16,4.3,4.7,"1966"
1966-02-17,0.4,0.6,"1966"
1966-02-18,0.5,0.7,"1966"
1966-02-19,0,0,"1966"
1966-02-20,0,0,"1966"
1966-02-21,0.6,0.6,"1966"
1966-02-22,0,0,"1966"
1966-02-23,0,0,"1966"
1966-02-24,0.4,0.3,"1966"
1966-02-25,18.8,17.7,"1966"
1966-02-26,1,0.9,"1966"
1966-02-27,0,0,"1966"
1966-02-28,2,2.1,"1966"
1966-03-01,26,26.5,"1966"
1966-03-02,4.1,3.8,"1966"
1966-03-03,0,0,"1966"
1966-03-04,7.1,6.9,"1966"
1966-03-05,10.2,10,"1966"
1966-03-06,4.6,4.6,"1966"
1966-03-07,0.7,0.9,"1966"
1966-03-08,0,0,"1966"
1966-03-09,0,0,"1966"
1966-03-10,0,0,"1966"
1966-03-11,0,0,"1966"
1966-03-12,7,7.1,"1966"
1966-03-13,9,8.6,"1966"
1966-03-14,1.5,2.1,"1966"
1966-03-15,0,0,"1966"
1966-03-16,0,0,"1966"
1966-03-17,0,0,"1966"
1966-03-18,0.9,0.8,"1966"
1966-03-19,0.6,0.6,"1966"
1966-03-20,0.4,0.3,"1966"
1966-03-21,0,0,"1966"
1966-03-22,0,0,"1966"
1966-03-23,0,0,"1966"
1966-03-24,11.2,11.4,"1966"
1966-03-25,15.6,15.9,"1966"
1966-03-26,0,0,"1966"
1966-03-27,1.6,1.5,"1966"
1966-03-28,0.7,0.9,"1966"
1966-03-29,0,0,"1966"
1966-03-30,11.5,11.8,"1966"
1966-03-31,1.1,1.2,"1966"
1966-04-01,0.3,0.4,"1966"
1966-04-02,4.5,4.7,"1966"
1966-04-03,0,0,"1966"
1966-04-04,0,0,"1966"
1966-04-05,0,0,"1966"
1966-04-06,0,0,"1966"
1966-04-07,7.1,6.9,"1966"
1966-04-08,15.4,15.2,"1966"
1966-04-09,1.3,1.3,"1966"
1966-04-10,2.2,2,"1966"
1966-04-11,3.4,3.6,"1966"
1966-04-12,0,0,"1966"
1966-04-13,0,0,"1966"
1966-04-14,0,0,"1966"
1966-04-15,0,0,"1966"
1966-04-16,0,0,"1966"
1966-04-17,0,0,"1966"
1966-04-18,0,0,"1966"
1966-04-19,0,0,"1966"
1966-04-20,0.9,1,"1966"
1966-04-21,1.9,2.3,"1966"
1966-04-22,0,0,"1966"
1966-04-23,0,0,"1966"
1966-04-24,15.3,15.6,"1966"
1966-04-25,0,0,"1966"
1966-04-26,0,0,"1966"
1966-04-27,0,0,"1966"
1966-04-28,0,0,"1966"
1966-04-29,1.2,1.2,"1966"
1966-04-30,11.5,11.9,"1966"
1966-05-01,5.2,5.1,"1966"
